unique_id,year_trapping,month_trapping,country,iso3c,region,town_village,classification,record_id,pathogen_tested,assay,number,geometry,longitude,latitude
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,mus musculus,6,leishmania_species,path_1_tested,7,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,mus musculus,6,leishmania_species,pcr_path_1_positive,0,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,cricetomys gambianus,7,leishmania_species,path_1_tested,3,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,cricetomys gambianus,7,leishmania_species,pcr_path_1_positive,1,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,arvicanthis ansorgei,8,leishmania_species,path_1_tested,1,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
az_2020_burkina,2005-2006,Nov-Oct,Burkina Faso,BFA,NA,Ouagadougou,arvicanthis ansorgei,8,leishmania_species,pcr_path_1_positive,0,"c(-1.51666665077209, 12.3666667938232)",-1.5166666507720947,12.366666793823242
jm_2020_guinea,2013,December,Guinea,GIN,Faranah,Brissa,mastomys natalensis,9,lassa_mammarenavirus,path_1_tested,51,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2013,December,Guinea,GIN,Faranah,Brissa,mastomys natalensis,9,lassa_mammarenavirus,pcr_path_1_positive,16,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2015,March,Guinea,GIN,Faranah,Brissa,mastomys natalensis,10,lassa_mammarenavirus,path_1_tested,25,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2015,March,Guinea,GIN,Faranah,Brissa,mastomys natalensis,10,lassa_mammarenavirus,pcr_path_1_positive,8,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2015,November,Guinea,GIN,Faranah,Brissa,mastomys natalensis,11,lassa_mammarenavirus,path_1_tested,56,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2015,November,Guinea,GIN,Faranah,Brissa,mastomys natalensis,11,lassa_mammarenavirus,pcr_path_1_positive,18,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Brissa,mastomys natalensis,12,lassa_mammarenavirus,path_1_tested,35,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Brissa,mastomys natalensis,12,lassa_mammarenavirus,pcr_path_1_positive,5,"c(-10.6887664794922, 10.216833114624)",-10.688766479492188,10.216833114624023
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,13,lassa_mammarenavirus,path_1_tested,39,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,13,lassa_mammarenavirus,pcr_path_1_positive,21,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2014,April,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,14,lassa_mammarenavirus,path_1_tested,11,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2014,April,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,14,lassa_mammarenavirus,pcr_path_1_positive,5,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2016,January,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,15,lassa_mammarenavirus,path_1_tested,33,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2016,January,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,15,lassa_mammarenavirus,pcr_path_1_positive,5,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2017,January,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,16,lassa_mammarenavirus,path_1_tested,23,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2017,January,Guinea,GIN,Faranah,Dalafilani,mastomys natalensis,16,lassa_mammarenavirus,pcr_path_1_positive,6,"c(-10.6050500869751, 10.1431665420532)",-10.605050086975098,10.143166542053223
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,17,lassa_mammarenavirus,path_1_tested,50,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,17,lassa_mammarenavirus,pcr_path_1_positive,21,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2014,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,18,lassa_mammarenavirus,path_1_tested,59,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2014,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,18,lassa_mammarenavirus,pcr_path_1_positive,15,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,19,lassa_mammarenavirus,path_1_tested,28,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,19,lassa_mammarenavirus,pcr_path_1_positive,14,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2017,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,20,lassa_mammarenavirus,path_1_tested,45,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2017,November,Guinea,GIN,Faranah,Damania,mastomys natalensis,20,lassa_mammarenavirus,pcr_path_1_positive,11,"c(-10.7981328964233, 9.80683326721191)",-10.79813289642334,9.806833267211914
jm_2020_guinea,2013,April,Guinea,GIN,Faranah,Sokourala,mastomys natalensis,21,lassa_mammarenavirus,path_1_tested,46,"c(-10.6658334732056, 10.0567836761475)",-10.665833473205566,10.056783676147461
jm_2020_guinea,2013,April,Guinea,GIN,Faranah,Sokourala,mastomys natalensis,21,lassa_mammarenavirus,pcr_path_1_positive,14,"c(-10.6658334732056, 10.0567836761475)",-10.665833473205566,10.056783676147461
jm_2020_guinea,2017,January,Guinea,GIN,Faranah,Sokourala,mastomys natalensis,22,lassa_mammarenavirus,path_1_tested,40,"c(-10.6658334732056, 10.0567836761475)",-10.665833473205566,10.056783676147461
jm_2020_guinea,2017,January,Guinea,GIN,Faranah,Sokourala,mastomys natalensis,22,lassa_mammarenavirus,pcr_path_1_positive,17,"c(-10.6658334732056, 10.0567836761475)",-10.665833473205566,10.056783676147461
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,23,lassa_mammarenavirus,path_1_tested,46,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2013,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,23,lassa_mammarenavirus,pcr_path_1_positive,12,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2014,April,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,24,lassa_mammarenavirus,path_1_tested,58,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2014,April,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,24,lassa_mammarenavirus,pcr_path_1_positive,7,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2015,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,25,lassa_mammarenavirus,path_1_tested,53,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2015,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,25,lassa_mammarenavirus,pcr_path_1_positive,8,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,26,lassa_mammarenavirus,path_1_tested,41,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
jm_2020_guinea,2016,November,Guinea,GIN,Faranah,Sonkonia,mastomys natalensis,26,lassa_mammarenavirus,pcr_path_1_positive,16,"c(-10.7981328964233, 9.91271686553955)",-10.79813289642334,9.91271686553955
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,mus musculus,104,toxoplasma_gondii,path_1_tested,481,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,mus musculus,104,toxoplasma_gondii,pcr_path_1_positive,77,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,rattus rattus,105,toxoplasma_gondii,path_1_tested,53,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,rattus rattus,105,toxoplasma_gondii,pcr_path_1_positive,2,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,cricetomys gambianus,106,toxoplasma_gondii,path_1_tested,37,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,cricetomys gambianus,106,toxoplasma_gondii,pcr_path_1_positive,9,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,crocidura olivieri,107,toxoplasma_gondii,path_1_tested,26,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Dakar,crocidura olivieri,107,toxoplasma_gondii,pcr_path_1_positive,4,"c(-17.441333770752, 14.6890001296997)",-17.441333770751953,14.689000129699707
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,mus musculus,108,toxoplasma_gondii,path_1_tested,78,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,mus musculus,108,toxoplasma_gondii,pcr_path_1_positive,4,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,rattus rattus,109,toxoplasma_gondii,path_1_tested,2,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,rattus rattus,109,toxoplasma_gondii,pcr_path_1_positive,0,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,cricetomys gambianus,110,toxoplasma_gondii,path_1_tested,6,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,cricetomys gambianus,110,toxoplasma_gondii,pcr_path_1_positive,3,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,crocidura olivieri,111,toxoplasma_gondii,path_1_tested,6,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Dakar,Rufisque,crocidura olivieri,111,toxoplasma_gondii,pcr_path_1_positive,1,"c(-17.2666664123535, 14.7166662216187)",-17.266666412353516,14.716666221618652
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,mus musculus,112,toxoplasma_gondii,path_1_tested,112,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,mus musculus,112,toxoplasma_gondii,pcr_path_1_positive,8,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,rattus rattus,113,toxoplasma_gondii,path_1_tested,23,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,rattus rattus,113,toxoplasma_gondii,pcr_path_1_positive,1,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,cricetomys gambianus,114,toxoplasma_gondii,path_1_tested,4,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,cricetomys gambianus,114,toxoplasma_gondii,pcr_path_1_positive,1,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,crocidura olivieri,115,toxoplasma_gondii,path_1_tested,0,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
lg_2018_senegal,2016-2017,NA,Senegal,SEN,Thies,Joal-Fadiouth,crocidura olivieri,115,toxoplasma_gondii,pcr_path_1_positive,0,"c(-16.8333339691162, 14.1666669845581)",-16.83333396911621,14.166666984558105
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,rattus rattus,116,usutu_virus,path_1_tested,403,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,rattus rattus,116,usutu_virus,pcr_path_1_positive,1,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,crocidura sp.,117,usutu_virus,path_1_tested,296,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,crocidura sp.,117,usutu_virus,pcr_path_1_positive,1,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mus musculus,118,usutu_virus,path_1_tested,247,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mus musculus,118,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mastomys natalensis,119,usutu_virus,path_1_tested,241,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mastomys natalensis,119,usutu_virus,pcr_path_1_positive,3,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mastomys erythroleucus,120,usutu_virus,path_1_tested,94,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,mastomys erythroleucus,120,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,arvicanthis niloticus,121,usutu_virus,path_1_tested,79,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,arvicanthis niloticus,121,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,praomys daltoni,122,usutu_virus,path_1_tested,52,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,praomys daltoni,122,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,cricetomys gambianus,123,usutu_virus,path_1_tested,1,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,cricetomys gambianus,123,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,gerbilliscus gambiana,124,usutu_virus,path_1_tested,1,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
md_2019_senegal,2012-2013,NA,Senegal,SEN,Kedougou,Kedougou,gerbilliscus gambiana,124,usutu_virus,pcr_path_1_positive,0,"c(-12.1746664047241, 12.5528335571289)",-12.174666404724121,12.552833557128906
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,arvicanthis niloticus,237,hydatigera_species,path_1_tested,215,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,arvicanthis niloticus,237,hydatigera_species,pcr_path_1_positive,1,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,mastomys huberti,238,hydatigera_species,path_1_tested,172,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,mastomys huberti,238,hydatigera_species,pcr_path_1_positive,19,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,taterillus sp.,240,hydatigera_species,path_1_tested,6,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
sc_2018_senegal,2016-2017,NA,Senegal,SEN,Lake Guiers,NA,taterillus sp.,240,hydatigera_species,pcr_path_1_positive,1,"c(-15.8500003814697, 16.25)",-15.850000381469727,16.25
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus rattus,241,e_coli_esbl,path_1_tested,22,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus rattus,241,k_pneumoniae_esbl,path_2_tested,22,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus rattus,241,e_coli_esbl,pcr_path_1_positive,2,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus rattus,241,k_pneumoniae_esbl,pcr_path_2_positive,3,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus norvegicus,242,e_coli_esbl,path_1_tested,6,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus norvegicus,242,k_pneumoniae_esbl,path_2_tested,6,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus norvegicus,242,e_coli_esbl,pcr_path_1_positive,1,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,rattus norvegicus,242,k_pneumoniae_esbl,pcr_path_2_positive,0,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,cricetomys gambianus,243,e_coli_esbl,path_1_tested,1,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,cricetomys gambianus,243,k_pneumoniae_esbl,path_2_tested,1,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,cricetomys gambianus,243,e_coli_esbl,pcr_path_1_positive,0,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ks_2018_guinea,2015,November-December,Guinea,GIN,Conakry,NA,cricetomys gambianus,243,k_pneumoniae_esbl,pcr_path_2_positive,0,"c(-13.6999998092651, 9.51666641235352)",-13.699999809265137,9.516666412353516
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,aethomys stannarius,244,arenaviridae_species,path_1_tested,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,aethomys stannarius,244,arenaviridae_species,pcr_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,aethomys stannarius,244,arenaviridae_species,ab_ag_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,arvicanthis niloticus,245,arenaviridae_species,path_1_tested,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,arvicanthis niloticus,245,arenaviridae_species,pcr_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,arvicanthis niloticus,245,arenaviridae_species,ab_ag_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,gerbilliscus kempii,246,arenaviridae_species,path_1_tested,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,gerbilliscus kempii,246,arenaviridae_species,pcr_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,gerbilliscus kempii,246,arenaviridae_species,ab_ag_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,hylomyscus pamfi,247,arenaviridae_species,path_1_tested,3,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,hylomyscus pamfi,247,arenaviridae_species,pcr_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,hylomyscus pamfi,247,arenaviridae_species,ab_ag_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,lemniscomys striatus,248,arenaviridae_species,path_1_tested,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,lemniscomys striatus,248,arenaviridae_species,pcr_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
ao_2018_nigeria,2011-2012,NA,Nigeria,NGA,NA,Abogboro,lemniscomys striatus,248,arenaviridae_species,ab_ag_path_1_positive,0,"c(4.50783348083496, 7.53966665267944)",4.507833480834961,7.539666652679443
